
=== Per-layer Profiling Info ===
Layer Name                                                                                                Time (ms)
Convert_46633                                                                                                 0.021
__module.model.layers.5.self_attn/aten::unsqueeze/Unsqueeze_3/fc_input_0                                      0.021
__module.model.layers.5.self_attn/aten::unsqueeze/Unsqueeze_3                                                 0.005
Broadcast_38876                                                                                               0.049
Broadcast_38876_f32_bf16___module.model.layers.5.self_attn/aten::expand/Broadcast_1                           0.055
__module.model.layers.5.self_attn/aten::expand/Broadcast_1                                                    0.074
__module.model.layers.5.self_attn/aten::reshape/Reshape_1                                                     0.005
__module.model.layers.5.self_attn/aten::scaled_dot_product_attention/ScaledDotProductAttention                0.151
Multiply_46638                                                                                                0.000
Clamp_46640                                                                                                   0.000
Convert_46641                                                                                                 0.070
Convert_46642                                                                                                 0.064
__module.model.layers.5.self_attn/aten::scaled_dot_product_attention/ScaledDotProductAttention/fc_output_0          0.063
__module.model.layers.5.self_attn/aten::transpose/Transpose_3                                                 0.028
__module.model.layers.5.self_attn/aten::reshape/Reshape_2                                                     0.005
__module.model.layers.5.self_attn.o_proj/ov_ext::linear/MatMul                                                1.605
__module.model.layers.5/aten::add/Add                                                                         0.051
__module.model.layers.5.post_attention_layernorm/aten::mul/Multiply_1                                         0.048
Multiply_46647                                                                                                0.045
Clamp_46649                                                                                                   0.000
Convert_46650                                                                                                 0.056
Convert_46651                                                                                                 0.063
__module.model.layers.5.post_attention_layernorm/aten::mul/Multiply_1/fc_output_0                             0.043
__module.model.layers.5.mlp.gate_proj/ov_ext::linear/MatMul                                                   7.412
__module.model.layers.5.mlp.act_fn/aten::silu/Swish                                                           0.000
__module.model.layers.5.mlp.up_proj/ov_ext::linear/MatMul                                                     6.904
__module.model.layers.5.mlp/aten::mul/Multiply                                                                0.469
Multiply_46656                                                                                                0.000
Clamp_46658                                                                                                   0.000
Convert_46659                                                                                                 0.218
Convert_46660                                                                                                 0.237
__module.model.layers.5.mlp/aten::mul/Multiply/fc_output_0                                                    0.225
__module.model.layers.5.mlp.down_proj/ov_ext::linear/MatMul                                                   9.616
__module.model.layers.5/aten::add/Add_1                                                                       0.066
__module.model.layers.6.input_layernorm/aten::mul/Multiply_1                                                  0.056
Multiply_46665                                                                                                0.048
Clamp_46667                                                                                                   0.000
Convert_46668                                                                                                 0.055
Convert_46669                                                                                                 0.061
__module.model.layers.6.input_layernorm/aten::mul/Multiply_1/fc_output_0                                      0.041
__module.model.layers.6.self_attn.q_proj/ov_ext::linear/MatMul                                                1.777
__module.model.layers.6.self_attn/aten::view/Reshape                                                          0.008
__module.model.layers.6.self_attn/aten::add/Add                                                               0.093
Multiply_46674                                                                                                0.117
Clamp_46676                                                                                                   0.000
Convert_46677                                                                                                 0.057
Convert_46678                                                                                                 0.065
__module.model.layers.6.self_attn/aten::add/Add/fc_output_0                                                   0.065
Multiply_32683                                                                                                0.000
Gather_49787                                                                                                  0.005
__module.model.layers.6.self_attn.k_proj/ov_ext::linear/MatMul                                                0.471
__module.model.layers.6.self_attn/aten::view/Reshape_1                                                        0.006
__module.model.layers.6.self_attn/aten::add/Add_1                                                             0.042
__module.model.layers.6.self_attn/aten::cat/Concat_2                                                          0.039
Multiply_46683                                                                                                0.037
Clamp_46685                                                                                                   0.000
Convert_46686                                                                                                 0.022
Convert_46687                                                                                                 0.021
__module.model.layers.6.self_attn/aten::unsqueeze/Unsqueeze_2/fc_input_0                                      0.021
__module.model.layers.6.self_attn/aten::unsqueeze/Unsqueeze_2                                                 0.004
Broadcast_38882                                                                                               0.049
Broadcast_38882_f32_bf16___module.model.layers.6.self_attn/aten::expand/Broadcast                             0.054
__module.model.layers.6.self_attn/aten::expand/Broadcast                                                      0.097
__module.model.layers.6.self_attn/aten::reshape/Reshape                                                       0.005
MatMul_32684                                                                                                  0.240
Add_32686                                                                                                     0.142
Softmax_32687                                                                                                 0.364
Gather_49790                                                                                                  0.007
__module.model.layers.6.self_attn.v_proj/ov_ext::linear/MatMul                                                0.454
__module.model.layers.6.self_attn/aten::view/Reshape_2                                                        0.007
__module.model.layers.6.self_attn/aten::transpose/Transpose_2                                                 0.018
__module.model.layers.6.self_attn/aten::cat/Concat_3                                                          0.044
Multiply_46692                                                                                                0.025
Clamp_46694                                                                                                   0.000
Convert_46695                                                                                                 0.022
Convert_46696                                                                                                 0.021
__module.model.layers.6.self_attn/aten::unsqueeze/Unsqueeze_3/fc_input_0                                      0.022
__module.model.layers.6.self_attn/aten::unsqueeze/Unsqueeze_3                                                 0.005
Broadcast_38888                                                                                               0.049
Broadcast_38888_f32_bf16___module.model.layers.6.self_attn/aten::expand/Broadcast_1                           0.054
__module.model.layers.6.self_attn/aten::expand/Broadcast_1                                                    0.069
__module.model.layers.6.self_attn/aten::reshape/Reshape_1                                                     0.006
__module.model.layers.6.self_attn/aten::scaled_dot_product_attention/ScaledDotProductAttention                0.154
Multiply_46701                                                                                                0.000
Clamp_46703                                                                                                   0.000
Convert_46704                                                                                                 0.073
Convert_46705                                                                                                 0.065
__module.model.layers.6.self_attn/aten::scaled_dot_product_attention/ScaledDotProductAttention/fc_output_0          0.063
__module.model.layers.6.self_attn/aten::transpose/Transpose_3                                                 0.028
__module.model.layers.6.self_attn/aten::reshape/Reshape_2                                                     0.005
__module.model.layers.6.self_attn.o_proj/ov_ext::linear/MatMul                                                1.651
__module.model.layers.6/aten::add/Add                                                                         0.056
__module.model.layers.6.post_attention_layernorm/aten::mul/Multiply_1                                         0.046
Multiply_46710                                                                                                0.048
Clamp_46712                                                                                                   0.000
Convert_46713                                                                                                 0.057
Convert_46714                                                                                                 0.063
__module.model.layers.6.post_attention_layernorm/aten::mul/Multiply_1/fc_output_0                             0.044
__module.model.layers.6.mlp.gate_proj/ov_ext::linear/MatMul                                                   6.586
__module.model.layers.6.mlp.act_fn/aten::silu/Swish                                                           0.000
__module.model.layers.6.mlp.up_proj/ov_ext::linear/MatMul                                                     6.135
__module.model.layers.6.mlp/aten::mul/Multiply                                                                0.234
Multiply_46719                                                                                                0.000
Clamp_46721                                                                                                   0.000
Convert_46722                                                                                                 0.213
Convert_46723                                                                                                 0.234
__module.model.layers.6.mlp/aten::mul/Multiply/fc_output_0                                                    0.223
__module.model.layers.6.mlp.down_proj/ov_ext::linear/MatMul                                                   9.344
__module.model.layers.6/aten::add/Add_1                                                                       0.057
__module.model.layers.7.input_layernorm/aten::mul/Multiply_1                                                  0.050
Multiply_46728                                                                                                0.055
Clamp_46730                                                                                                   0.000
Convert_46731                                                                                                 0.057
Convert_46732                                                                                                 0.063
__module.model.layers.7.input_layernorm/aten::mul/Multiply_1/fc_output_0                                      0.043
__module.model.layers.7.self_attn.q_proj/ov_ext::linear/MatMul                                                1.770
__module.model.layers.7.self_attn/aten::view/Reshape                                                          0.008
__module.model.layers.7.self_attn/aten::add/Add                                                               0.090
Multiply_46737                                                                                                0.071
Clamp_46739                                                                                                   0.000
Convert_46740                                                                                                 0.057
Convert_46741                                                                                                 0.062
__module.model.layers.7.self_attn/aten::add/Add/fc_output_0                                                   0.065
Multiply_32718                                                                                                0.000
Gather_49793                                                                                                  0.005
__module.model.layers.7.self_attn.k_proj/ov_ext::linear/MatMul                                                0.483
__module.model.layers.7.self_attn/aten::view/Reshape_1                                                        0.006
__module.model.layers.7.self_attn/aten::add/Add_1                                                             0.031
__module.model.layers.7.self_attn/aten::cat/Concat_2                                                          0.039
Multiply_46746                                                                                                0.022
Clamp_46748                                                                                                   0.000
Convert_46749                                                                                                 0.020
Convert_46750                                                                                                 0.020
__module.model.layers.7.self_attn/aten::unsqueeze/Unsqueeze_2/fc_input_0                                      0.021
__module.model.layers.7.self_attn/aten::unsqueeze/Unsqueeze_2                                                 0.004
Broadcast_38894                                                                                               0.049
Broadcast_38894_f32_bf16___module.model.layers.7.self_attn/aten::expand/Broadcast                             0.051
__module.model.layers.7.self_attn/aten::expand/Broadcast                                                      0.062
__module.model.layers.7.self_attn/aten::reshape/Reshape                                                       0.005
MatMul_32719                                                                                                  0.137
Add_32721                                                                                                     0.101
Softmax_32722                                                                                                 0.362
Gather_49796                                                                                                  0.007
__module.model.layers.7.self_attn.v_proj/ov_ext::linear/MatMul                                                0.428
__module.model.layers.7.self_attn/aten::view/Reshape_2                                                        0.006
__module.model.layers.7.self_attn/aten::transpose/Transpose_2                                                 0.017
__module.model.layers.7.self_attn/aten::cat/Concat_3                                                          0.040
Multiply_46755                                                                                                0.024
Clamp_46757                                                                                                   0.000
Convert_46758                                                                                                 0.020
Convert_46759                                                                                                 0.021
__module.model.layers.7.self_attn/aten::unsqueeze/Unsqueeze_3/fc_input_0                                      0.021
__module.model.layers.7.self_attn/aten::unsqueeze/Unsqueeze_3                                                 0.004
Broadcast_38900                                                                                               0.047
Broadcast_38900_f32_bf16___module.model.layers.7.self_attn/aten::expand/Broadcast_1                           0.053
__module.model.layers.7.self_attn/aten::expand/Broadcast_1                                                    0.068
__module.model.layers.7.self_attn/aten::reshape/Reshape_1                                                     0.005
__module.model.layers.7.self_attn/aten::scaled_dot_product_attention/ScaledDotProductAttention                0.149
Multiply_46764                                                                                                0.000
Clamp_46766                                                                                                   0.000
Convert_46767                                                                                                 0.076
Convert_46768                                                                                                 0.066
__module.model.layers.7.self_attn/aten::scaled_dot_product_attention/ScaledDotProductAttention/fc_output_0          0.062
__module.model.layers.7.self_attn/aten::transpose/Transpose_3                                                 0.027
__module.model.layers.7.self_attn/aten::reshape/Reshape_2                                                     0.005
__module.model.layers.7.self_attn.o_proj/ov_ext::linear/MatMul                                                1.605
__module.model.layers.7/aten::add/Add                                                                         0.052
__module.model.layers.7.post_attention_layernorm/aten::mul/Multiply_1                                         0.046
Multiply_46773                                                                                                0.047
Clamp_46775                                                                                                   0.000
Convert_46776                                                                                                 0.057
Convert_46777                                                                                                 0.063
__module.model.layers.7.post_attention_layernorm/aten::mul/Multiply_1/fc_output_0                             0.044
__module.model.layers.7.mlp.gate_proj/ov_ext::linear/MatMul                                                   6.578
__module.model.layers.7.mlp.act_fn/aten::silu/Swish                                                           0.000
__module.model.layers.7.mlp.up_proj/ov_ext::linear/MatMul                                                     6.559
__module.model.layers.7.mlp/aten::mul/Multiply                                                                0.237
Multiply_46782                                                                                                0.000
Clamp_46784                                                                                                   0.000
Convert_46785                                                                                                 0.213
Convert_46786                                                                                                 0.239
__module.model.layers.7.mlp/aten::mul/Multiply/fc_output_0                                                    0.224
__module.model.layers.7.mlp.down_proj/ov_ext::linear/MatMul                                                   9.346
__module.model.layers.7/aten::add/Add_1                                                                       0.061
__module.model.layers.8.input_layernorm/aten::mul/Multiply_1                                                  0.051
Multiply_46791                                                                                                0.051
Clamp_46793                                                                                                   0.000
Convert_46794                                                                                                 0.057
Convert_46795                                                                                                 0.065
__module.model.layers.8.input_layernorm/aten::mul/Multiply_1/fc_output_0                                      0.044
__module.model.layers.8.self_attn.q_proj/ov_ext::linear/MatMul                                                1.821
__module.model.layers.8.self_attn/aten::view/Reshape                                                          0.008
__module.model.layers.8.self_attn/aten::add/Add                                                               0.094
Multiply_46800                                                                                                0.075
Clamp_46802                                                                                                   0.000
Convert_46803                                                                                                 0.057
Convert_46804                                                                                                 0.062
__module.model.layers.8.self_attn/aten::add/Add/fc_output_0                                                   0.066
Multiply_32753                                                                                                0.000
Gather_49799                                                                                                  0.005
__module.model.layers.8.self_attn.k_proj/ov_ext::linear/MatMul                                                0.442
__module.model.layers.8.self_attn/aten::view/Reshape_1                                                        0.007
__module.model.layers.8.self_attn/aten::add/Add_1                                                             0.029
__module.model.layers.8.self_attn/aten::cat/Concat_2                                                          0.041
Multiply_46809                                                                                                0.021
Clamp_46811                                                                                                   0.000
Convert_46812                                                                                                 0.020
Convert_46813                                                                                                 0.023
__module.model.layers.8.self_attn/aten::unsqueeze/Unsqueeze_2/fc_input_0                                      0.022
__module.model.layers.8.self_attn/aten::unsqueeze/Unsqueeze_2                                                 0.005
Broadcast_38906                                                                                               0.047
Broadcast_38906_f32_bf16___module.model.layers.8.self_attn/aten::expand/Broadcast                             0.053
__module.model.layers.8.self_attn/aten::expand/Broadcast                                                      0.061
__module.model.layers.8.self_attn/aten::reshape/Reshape                                                       0.005
MatMul_32754                                                                                                  0.138
Add_32756                                                                                                     0.092
Softmax_32757                                                                                                 0.364
Gather_49802                                                                                                  0.007
__module.model.layers.8.self_attn.v_proj/ov_ext::linear/MatMul                                                0.433
__module.model.layers.8.self_attn/aten::view/Reshape_2                                                        0.006
__module.model.layers.8.self_attn/aten::transpose/Transpose_2                                                 0.015
__module.model.layers.8.self_attn/aten::cat/Concat_3                                                          0.039
Multiply_46818                                                                                                0.024
Clamp_46820                                                                                                   0.000
Convert_46821                                                                                                 0.019
Convert_46822                                                                                                 0.021
__module.model.layers.8.self_attn/aten::unsqueeze/Unsqueeze_3/fc_input_0                                      0.025
__module.model.layers.8.self_attn/aten::unsqueeze/Unsqueeze_3                                                 0.004
Broadcast_38912                                                                                               0.048
Broadcast_38912_f32_bf16___module.model.layers.8.self_attn/aten::expand/Broadcast_1                           0.053
__module.model.layers.8.self_attn/aten::expand/Broadcast_1                                                    0.069
__module.model.layers.8.self_attn/aten::reshape/Reshape_1                                                     0.005
__module.model.layers.8.self_attn/aten::scaled_dot_product_attention/ScaledDotProductAttention                0.151
Multiply_46827                                                                                                0.000
Clamp_46829                                                                                                   0.000
Convert_46830                                                                                                 0.069
Convert_46831                                                                                                 0.063
__module.model.layers.8.self_attn/aten::scaled_dot_product_attention/ScaledDotProductAttention/fc_output_0          0.063
__module.model.layers.8.self_attn/aten::transpose/Transpose_3                                                 0.028
__module.model.layers.8.self_attn/aten::reshape/Reshape_2                                                     0.004
__module.model.layers.8.self_attn.o_proj/ov_ext::linear/MatMul                                                1.591
__module.model.layers.8/aten::add/Add                                                                         0.050
__module.model.layers.8.post_attention_layernorm/aten::mul/Multiply_1                                         0.049
Multiply_46836                                                                                                0.046
Clamp_46838                                                                                                   0.000
Convert_46839                                                                                                 0.060
Convert_46840                                                                                                 0.063
__module.model.layers.8.post_attention_layernorm/aten::mul/Multiply_1/fc_output_0                             0.043
__module.model.layers.8.mlp.gate_proj/ov_ext::linear/MatMul                                                   6.735
__module.model.layers.8.mlp.act_fn/aten::silu/Swish                                                           0.000
__module.model.layers.8.mlp.up_proj/ov_ext::linear/MatMul                                                     6.555
__module.model.layers.8.mlp/aten::mul/Multiply                                                                0.235
Multiply_46845                                                                                                0.000
Clamp_46847                                                                                                   0.000
Convert_46848                                                                                                 0.215
Convert_46849                                                                                                 0.238
__module.model.layers.8.mlp/aten::mul/Multiply/fc_output_0                                                    0.226
__module.model.layers.8.mlp.down_proj/ov_ext::linear/MatMul                                                   9.317
__module.model.layers.8/aten::add/Add_1                                                                       0.067
__module.model.layers.9.input_layernorm/aten::mul/Multiply_1                                                  0.053
Multiply_46854                                                                                                0.046
Clamp_46856                                                                                                   0.000
Convert_46857                                                                                                 0.056
Convert_46858                                                                                                 0.064
__module.model.layers.9.input_layernorm/aten::mul/Multiply_1/fc_output_0                                      0.045
__module.model.layers.9.self_attn.q_proj/ov_ext::linear/MatMul                                                1.896
__module.model.layers.9.self_attn/aten::view/Reshape                                                          0.008
__module.model.layers.9.self_attn/aten::add/Add                                                               0.095
Multiply_46863                                                                                                0.072
Clamp_46865                                                                                                   0.000
Convert_46866                                                                                                 0.057
Convert_46867                                                                                                 0.062
__module.model.layers.9.self_attn/aten::add/Add/fc_output_0                                                   0.065
Multiply_32788                                                                                                0.000
Gather_49805                                                                                                  0.005
__module.model.layers.9.self_attn.k_proj/ov_ext::linear/MatMul                                                0.450
__module.model.layers.9.self_attn/aten::view/Reshape_1                                                        0.006
__module.model.layers.9.self_attn/aten::add/Add_1                                                             0.030
__module.model.layers.9.self_attn/aten::cat/Concat_2                                                          0.066
Multiply_46872                                                                                                0.025
Clamp_46874                                                                                                   0.000
Convert_46875                                                                                                 0.019
Convert_46876                                                                                                 0.025
__module.model.layers.9.self_attn/aten::unsqueeze/Unsqueeze_2/fc_input_0                                      0.021
__module.model.layers.9.self_attn/aten::unsqueeze/Unsqueeze_2                                                 0.004
Broadcast_38918                                                                                               0.049
Broadcast_38918_f32_bf16___module.model.layers.9.self_attn/aten::expand/Broadcast                             0.050
__module.model.layers.9.self_attn/aten::expand/Broadcast                                                      0.072
__module.model.layers.9.self_attn/aten::reshape/Reshape                                                       0.005
MatMul_32789                                                                                                  0.137
Add_32791                                                                                                     0.096
Softmax_32792                                                                                                 0.363
Gather_49808                                                                                                  0.007
__module.model.layers.9.self_attn.v_proj/ov_ext::linear/MatMul                                                0.444
__module.model.layers.9.self_attn/aten::view/Reshape_2                                                        0.006
__module.model.layers.9.self_attn/aten::transpose/Transpose_2                                                 0.017
__module.model.layers.9.self_attn/aten::cat/Concat_3                                                          0.070
Multiply_46881                                                                                                0.024
Clamp_46883                                                                                                   0.000
Convert_46884                                                                                                 0.020
Convert_46885                                                                                                 0.020
__module.model.layers.9.self_attn/aten::unsqueeze/Unsqueeze_3/fc_input_0                                      0.023
__module.model.layers.9.self_attn/aten::unsqueeze/Unsqueeze_3                                                 0.005
Broadcast_38924                                                                                               0.048
Broadcast_38924_f32_bf16___module.model.layers.9.self_attn/aten::expand/Broadcast_1                           0.054
__module.model.layers.9.self_attn/aten::expand/Broadcast_1                                                    0.067
__module.model.layers.9.self_attn/aten::reshape/Reshape_1                                                     0.006
__module.model.layers.9.self_attn/aten::scaled_dot_product_attention/ScaledDotProductAttention                0.151
Multiply_46890                                                                                                0.000
Clamp_46892                                                                                                   0.000
Convert_46893                                                                                                 0.069
Convert_46894                                                                                                 0.062
__module.model.layers.9.self_attn/aten::scaled_dot_product_attention/ScaledDotProductAttention/fc_output_0          0.068
__module.model.layers.9.self_attn/aten::transpose/Transpose_3                                                 0.027
__module.model.layers.9.self_attn/aten::reshape/Reshape_2                                                     0.005
__module.model.layers.9.self_attn.o_proj/ov_ext::linear/MatMul                                                2.537
__module.model.layers.9/aten::add/Add                                                                         0.049
__module.model.layers.9.post_attention_layernorm/aten::mul/Multiply_1                                         0.048
Multiply_46899                                                                                                0.048
Clamp_46901                                                                                                   0.000
Convert_46902                                                                                                 0.057
Convert_46903                                                                                                 0.063
__module.model.layers.9.post_attention_layernorm/aten::mul/Multiply_1/fc_output_0                             0.043
__module.model.layers.9.mlp.gate_proj/ov_ext::linear/MatMul                                                   6.749
__module.model.layers.9.mlp.act_fn/aten::silu/Swish                                                           0.000
__module.model.layers.9.mlp.up_proj/ov_ext::linear/MatMul                                                     6.630
__module.model.layers.9.mlp/aten::mul/Multiply                                                                0.236
Multiply_46908                                                                                                0.000
Clamp_46910                                                                                                   0.000
Convert_46911                                                                                                 0.211
Convert_46912                                                                                                 0.237
__module.model.layers.9.mlp/aten::mul/Multiply/fc_output_0                                                    0.226
__module.model.layers.9.mlp.down_proj/ov_ext::linear/MatMul                                                  11.275
__module.model.layers.9/aten::add/Add_1                                                                       0.058
__module.model.layers.10.input_layernorm/aten::mul/Multiply_1                                                 0.052
Multiply_46917                                                                                                0.050
Clamp_46919                                                                                                   0.000
Convert_46920                                                                                                 0.055
Convert_46921                                                                                                 0.062
__module.model.layers.10.input_layernorm/aten::mul/Multiply_1/fc_output_0                                     0.042
__module.model.layers.10.self_attn.q_proj/ov_ext::linear/MatMul                                               1.827
__module.model.layers.10.self_attn/aten::view/Reshape                                                         0.008
__module.model.layers.10.self_attn/aten::add/Add                                                              0.090
Multiply_46926                                                                                                0.072
Clamp_46928                                                                                                   0.000
Convert_46929                                                                                                 0.061
Convert_46930                                                                                                 0.062
__module.model.layers.10.self_attn/aten::add/Add/fc_output_0                                                  0.064
Multiply_32823                                                                                                0.000
Gather_49811                                                                                                  0.005
__module.model.layers.10.self_attn.k_proj/ov_ext::linear/MatMul                                               0.452
__module.model.layers.10.self_attn/aten::view/Reshape_1                                                       0.007
__module.model.layers.10.self_attn/aten::add/Add_1                                                            0.030
__module.model.layers.10.self_attn/aten::cat/Concat_2                                                         0.066
Multiply_46935                                                                                                0.023
Clamp_46937                                                                                                   0.000
Convert_46938                                                                                                 0.019
Convert_46939                                                                                                 0.020
__module.model.layers.10.self_attn/aten::unsqueeze/Unsqueeze_2/fc_input_0                                     0.021
__module.model.layers.10.self_attn/aten::unsqueeze/Unsqueeze_2                                                0.004
Broadcast_38930                                                                                               0.049
Broadcast_38930_f32_bf16___module.model.layers.10.self_attn/aten::expand/Broadcast                            0.056
__module.model.layers.10.self_attn/aten::expand/Broadcast                                                     0.062
__module.model.layers.10.self_attn/aten::reshape/Reshape                                                      0.005
MatMul_32824                                                                                                  0.137
Add_32826                                                                                                     0.097
Softmax_32827                                                                                                 0.360
Gather_49814                                                                                                  0.007
__module.model.layers.10.self_attn.v_proj/ov_ext::linear/MatMul                                               0.459
__module.model.layers.10.self_attn/aten::view/Reshape_2                                                       0.006
__module.model.layers.10.self_attn/aten::transpose/Transpose_2                                                0.015
__module.model.layers.10.self_attn/aten::cat/Concat_3                                                         0.071
Multiply_46944                                                                                                0.022
Clamp_46946                                                                                                   0.000
Convert_46947                                                                                                 0.022
Convert_46948                                                                                                 0.020
__module.model.layers.10.self_attn/aten::unsqueeze/Unsqueeze_3/fc_input_0                                     0.021
__module.model.layers.10.self_attn/aten::unsqueeze/Unsqueeze_3                                                0.004
Broadcast_38936                                                                                               0.049
Broadcast_38936_f32_bf16___module.model.layers.10.self_attn/aten::expand/Broadcast_1                          0.053
__module.model.layers.10.self_attn/aten::expand/Broadcast_1                                                   0.068
__module.model.layers.10.self_attn/aten::reshape/Reshape_1                                                    0.005
__module.model.layers.10.self_attn/aten::scaled_dot_product_attention/ScaledDotProductAttention               0.147
Multiply_46953                                                                                                0.000
Clamp_46955                                                                                                   0.000
Convert_46956                                                                                                 0.065
Convert_46957                                                                                                 0.090
__module.model.layers.10.self_attn/aten::scaled_dot_product_attention/ScaledDotProductAttention/fc_output_0          0.092
__module.model.layers.10.self_attn/aten::transpose/Transpose_3                                                0.036
__module.model.layers.10.self_attn/aten::reshape/Reshape_2                                                    0.006
__module.model.layers.10.self_attn.o_proj/ov_ext::linear/MatMul                                               3.936
__module.model.layers.10/aten::add/Add                                                                        0.061
__module.model.layers.10.post_attention_layernorm/aten::mul/Multiply_1                                        0.062
Multiply_46962                                                                                                0.059
Clamp_46964                                                                                                   0.000
Convert_46965                                                                                                 0.074
Convert_46966                                                                                                 0.082
__module.model.layers.10.post_attention_layernorm/aten::mul/Multiply_1/fc_output_0                            0.057
__module.model.layers.10.mlp.gate_proj/ov_ext::linear/MatMul                                                  6.953
__module.model.layers.10.mlp.act_fn/aten::silu/Swish                                                          0.000
__module.model.layers.10.mlp.up_proj/ov_ext::linear/MatMul                                                    6.367
__module.model.layers.10.mlp/aten::mul/Multiply                                                               0.232
Multiply_46971                                                                                                0.000
Clamp_46973                                                                                                   0.000
Convert_46974                                                                                                 0.213
Convert_46975                                                                                                 0.231
__module.model.layers.10.mlp/aten::mul/Multiply/fc_output_0                                                   0.208
__module.model.layers.10.mlp.down_proj/ov_ext::linear/MatMul                                                 10.643
__module.model.layers.10/aten::add/Add_1                                                                      0.113
__module.model.layers.11.input_layernorm/aten::mul/Multiply_1                                                 0.054
Multiply_46980                                                                                                0.052
Clamp_46982                                                                                                   0.000
Convert_46983                                                                                                 0.063
Convert_46984                                                                                                 0.065
__module.model.layers.11.input_layernorm/aten::mul/Multiply_1/fc_output_0                                     0.044
__module.model.layers.11.self_attn.q_proj/ov_ext::linear/MatMul                                               2.119
__module.model.layers.11.self_attn/aten::view/Reshape                                                         0.008
__module.model.layers.11.self_attn/aten::add/Add                                                              0.141
Multiply_46989                                                                                                0.118
Clamp_46991                                                                                                   0.000
Convert_46992                                                                                                 0.059
Convert_46993                                                                                                 0.063
__module.model.layers.11.self_attn/aten::add/Add/fc_output_0                                                  0.065
Multiply_32858                                                                                                0.000
Gather_49817                                                                                                  0.005
__module.model.layers.11.self_attn.k_proj/ov_ext::linear/MatMul                                               1.574
__module.model.layers.11.self_attn/aten::view/Reshape_1                                                       0.007
__module.model.layers.11.self_attn/aten::add/Add_1                                                            0.045
__module.model.layers.11.self_attn/aten::cat/Concat_2                                                         0.070
Multiply_46998                                                                                                0.021
Clamp_47000                                                                                                   0.000
Convert_47001                                                                                                 0.019
Convert_47002                                                                                                 0.021
__module.model.layers.11.self_attn/aten::unsqueeze/Unsqueeze_2/fc_input_0                                     0.023
__module.model.layers.11.self_attn/aten::unsqueeze/Unsqueeze_2                                                0.004
Broadcast_38942                                                                                               0.152
Broadcast_38942_f32_bf16___module.model.layers.11.self_attn/aten::expand/Broadcast                            0.055
__module.model.layers.11.self_attn/aten::expand/Broadcast                                                     0.096
__module.model.layers.11.self_attn/aten::reshape/Reshape                                                      0.005
MatMul_32859                                                                                                  0.242
Add_32861                                                                                                     0.147
Softmax_32862                                                                                                 0.365
Gather_49820                                                                                                  0.007
__module.model.layers.11.self_attn.v_proj/ov_ext::linear/MatMul                                               0.814
__module.model.layers.11.self_attn/aten::view/Reshape_2                                                       0.007
__module.model.layers.11.self_attn/aten::transpose/Transpose_2                                                0.030
__module.model.layers.11.self_attn/aten::cat/Concat_3                                                         0.065
Multiply_47007                                                                                                0.023
Clamp_47009                                                                                                   0.000
Convert_47010                                                                                                 0.019
Convert_47011                                                                                                 0.021
__module.model.layers.11.self_attn/aten::unsqueeze/Unsqueeze_3/fc_input_0                                     0.021
__module.model.layers.11.self_attn/aten::unsqueeze/Unsqueeze_3                                                0.004
Broadcast_38948                                                                                               0.048
Broadcast_38948_f32_bf16___module.model.layers.11.self_attn/aten::expand/Broadcast_1                          0.053
__module.model.layers.11.self_attn/aten::expand/Broadcast_1                                                   0.068
__module.model.layers.11.self_attn/aten::reshape/Reshape_1                                                    0.005
__module.model.layers.11.self_attn/aten::scaled_dot_product_attention/ScaledDotProductAttention               0.146
Multiply_47016                                                                                                0.000
Clamp_47018                                                                                                   0.000
Convert_47019                                                                                                 0.067
Convert_47020                                                                                                 0.070
__module.model.layers.11.self_attn/aten::scaled_dot_product_attention/ScaledDotProductAttention/fc_output_0          0.066
__module.model.layers.11.self_attn/aten::transpose/Transpose_3                                                0.029
__module.model.layers.11.self_attn/aten::reshape/Reshape_2                                                    0.005
__module.model.layers.11.self_attn.o_proj/ov_ext::linear/MatMul                                               1.733
__module.model.layers.11/aten::add/Add                                                                        0.049
__module.model.layers.11.post_attention_layernorm/aten::mul/Multiply_1                                        0.047
Multiply_47025                                                                                                0.047
Clamp_47027                                                                                                   0.000
Convert_47028                                                                                                 0.058
Convert_47029                                                                                                 0.063
__module.model.layers.11.post_attention_layernorm/aten::mul/Multiply_1/fc_output_0                            0.042
__module.model.layers.11.mlp.gate_proj/ov_ext::linear/MatMul                                                  6.944
__module.model.layers.11.mlp.act_fn/aten::silu/Swish                                                          0.000
__module.model.layers.11.mlp.up_proj/ov_ext::linear/MatMul                                                    6.321
__module.model.layers.11.mlp/aten::mul/Multiply                                                               0.366
Multiply_47034                                                                                                0.000
Clamp_47036                                                                                                   0.000
Convert_47037                                                                                                 0.216
Convert_47038                                                                                                 0.235
__module.model.layers.11.mlp/aten::mul/Multiply/fc_output_0                                                   0.222
__module.model.layers.11.mlp.down_proj/ov_ext::linear/MatMul                                                  9.281
__module.model.layers.11/aten::add/Add_1                                                                      0.061
__module.model.layers.12.input_layernorm/aten::mul/Multiply_1                                                 0.050
Multiply_47043                                                                                                0.051
Clamp_47045                                                                                                   0.000
Convert_47046                                                                                                 0.058
Convert_47047                                                                                                 0.061
__module.model.layers.12.input_layernorm/aten::mul/Multiply_1/fc_output_0                                     0.044
__module.model.layers.12.self_attn.q_proj/ov_ext::linear/MatMul                                               1.823
__module.model.layers.12.self_attn/aten::view/Reshape                                                         0.008
