
=== Per-layer Profiling Info ===
Layer Name                                                                                                Time (ms)
__module.model.layers.5.input_layernorm/aten::mul/Multiply_1_0_0/nncf_smooth_quant/fc_output_0                0.043
__module.model.layers.5.self_attn.q_proj/ov_ext::linear/MatMul                                                1.374
__module.model.layers.5.self_attn/aten::view/Reshape                                                          0.008
__module.model.layers.5.self_attn/aten::add/Add                                                               0.103
Multiply_44250                                                                                                0.114
Clamp_44252                                                                                                   0.000
Convert_44253                                                                                                 0.061
Convert_44254                                                                                                 0.072
__module.model.layers.5.self_attn/aten::add/Add/fc_output_0                                                   0.066
Multiply_31413                                                                                                0.000
Gather_49781                                                                                                  0.005
__module.model.layers.5.self_attn.k_proj/ov_ext::linear/MatMul                                                0.412
__module.model.layers.5.self_attn/aten::view/Reshape_1                                                        0.007
__module.model.layers.5.self_attn/aten::add/Add_1                                                             0.029
__module.model.layers.5.self_attn/aten::cat/Concat_2                                                          0.018
Multiply_44259                                                                                                0.022
Clamp_44261                                                                                                   0.000
Convert_44262                                                                                                 0.022
Convert_44263                                                                                                 0.025
__module.model.layers.5.self_attn/aten::unsqueeze/Unsqueeze_2/fc_input_0                                      0.022
__module.model.layers.5.self_attn/aten::unsqueeze/Unsqueeze_2                                                 0.004
Broadcast_36555                                                                                               0.047
Broadcast_36555_f32_bf16___module.model.layers.5.self_attn/aten::expand/Broadcast                             0.054
__module.model.layers.5.self_attn/aten::expand/Broadcast                                                      0.071
__module.model.layers.5.self_attn/aten::reshape/Reshape                                                       0.005
MatMul_31414                                                                                                  0.144
Add_31416                                                                                                     0.096
Softmax_31417                                                                                                 0.363
Gather_49784                                                                                                  0.007
__module.model.layers.5.self_attn.v_proj/ov_ext::linear/MatMul                                                0.378
__module.model.layers.5.self_attn/aten::view/Reshape_2                                                        0.007
__module.model.layers.5.self_attn/aten::transpose/Transpose_2                                                 0.022
__module.model.layers.5.self_attn/aten::cat/Concat_3                                                          0.017
Multiply_44268                                                                                                0.022
Clamp_44270                                                                                                   0.000
Convert_44271                                                                                                 0.021
Convert_44272                                                                                                 0.022
__module.model.layers.5.self_attn/aten::unsqueeze/Unsqueeze_3/fc_input_0                                      0.022
__module.model.layers.5.self_attn/aten::unsqueeze/Unsqueeze_3                                                 0.006
Broadcast_36561                                                                                               0.051
Broadcast_36561_f32_bf16___module.model.layers.5.self_attn/aten::expand/Broadcast_1                           0.052
__module.model.layers.5.self_attn/aten::expand/Broadcast_1                                                    0.072
__module.model.layers.5.self_attn/aten::reshape/Reshape_1                                                     0.006
__module.model.layers.5.self_attn/aten::scaled_dot_product_attention/ScaledDotProductAttention                0.132
__module.model.layers.5.self_attn/aten::transpose/Transpose_3                                                 0.035
__module.model.layers.5.self_attn/aten::reshape/Reshape_2                                                     0.005
__module.model.layers.5.self_attn/aten::reshape/Reshape_2_0_0/nncf_smooth_quant                               0.047
Multiply_44277                                                                                                0.000
Clamp_44279                                                                                                   0.000
Convert_44280                                                                                                 0.062
Convert_44281                                                                                                 0.067
__module.model.layers.5.self_attn/aten::reshape/Reshape_2_0_0/nncf_smooth_quant/fc_output_0                   0.044
__module.model.layers.5.self_attn.o_proj/ov_ext::linear/MatMul                                                1.322
__module.model.layers.5/aten::add/Add                                                                         0.053
__module.model.layers.5.post_attention_layernorm/aten::mul/Multiply_1_0_0/nncf_smooth_quant                   0.047
Multiply_44286                                                                                                0.046
Clamp_44288                                                                                                   0.000
Convert_44289                                                                                                 0.058
Convert_44290                                                                                                 0.063
__module.model.layers.5.post_attention_layernorm/aten::mul/Multiply_1_0_0/nncf_smooth_quant/fc_output_0          0.044
__module.model.layers.5.mlp.gate_proj/ov_ext::linear/MatMul                                                   5.536
__module.model.layers.5.mlp.act_fn/aten::silu/Swish                                                           0.000
__module.model.layers.5.mlp.up_proj/ov_ext::linear/MatMul                                                     5.267
__module.model.layers.5.mlp/aten::mul/Multiply                                                                0.284
__module.model.layers.5.mlp/aten::mul/Multiply_0_0/nncf_smooth_quant                                          0.000
Multiply_44295                                                                                                0.000
Clamp_44297                                                                                                   0.000
Convert_44298                                                                                                 0.213
Convert_44299                                                                                                 0.233
__module.model.layers.5.mlp/aten::mul/Multiply_0_0/nncf_smooth_quant/fc_output_0                              0.225
__module.model.layers.5.mlp.down_proj/ov_ext::linear/MatMul                                                   7.946
__module.model.layers.5/aten::add/Add_1                                                                       0.058
__module.model.layers.6.input_layernorm/aten::mul/Multiply_1_0_0/nncf_smooth_quant                            0.049
Multiply_44304                                                                                                0.047
Clamp_44306                                                                                                   0.000
Convert_44307                                                                                                 0.058
Convert_44308                                                                                                 0.062
__module.model.layers.6.input_layernorm/aten::mul/Multiply_1_0_0/nncf_smooth_quant/fc_output_0                0.044
__module.model.layers.6.self_attn.q_proj/ov_ext::linear/MatMul                                                1.351
__module.model.layers.6.self_attn/aten::view/Reshape                                                          0.008
__module.model.layers.6.self_attn/aten::add/Add                                                               0.103
Multiply_44313                                                                                                0.099
Clamp_44315                                                                                                   0.000
Convert_44316                                                                                                 0.060
Convert_44317                                                                                                 0.063
__module.model.layers.6.self_attn/aten::add/Add/fc_output_0                                                   0.067
Multiply_31448                                                                                                0.000
Gather_49787                                                                                                  0.005
__module.model.layers.6.self_attn.k_proj/ov_ext::linear/MatMul                                                1.249
__module.model.layers.6.self_attn/aten::view/Reshape_1                                                        0.008
__module.model.layers.6.self_attn/aten::add/Add_1                                                             0.030
__module.model.layers.6.self_attn/aten::cat/Concat_2                                                          0.019
Multiply_44322                                                                                                0.023
Clamp_44324                                                                                                   0.000
Convert_44325                                                                                                 0.019
Convert_44326                                                                                                 0.020
__module.model.layers.6.self_attn/aten::unsqueeze/Unsqueeze_2/fc_input_0                                      0.022
__module.model.layers.6.self_attn/aten::unsqueeze/Unsqueeze_2                                                 0.005
Broadcast_36567                                                                                               0.049
Broadcast_36567_f32_bf16___module.model.layers.6.self_attn/aten::expand/Broadcast                             0.057
__module.model.layers.6.self_attn/aten::expand/Broadcast                                                      0.071
__module.model.layers.6.self_attn/aten::reshape/Reshape                                                       0.006
MatMul_31449                                                                                                  0.145
Add_31451                                                                                                     0.111
Softmax_31452                                                                                                 0.370
Gather_49790                                                                                                  0.006
__module.model.layers.6.self_attn.v_proj/ov_ext::linear/MatMul                                                0.640
__module.model.layers.6.self_attn/aten::view/Reshape_2                                                        0.008
__module.model.layers.6.self_attn/aten::transpose/Transpose_2                                                 0.033
__module.model.layers.6.self_attn/aten::cat/Concat_3                                                          0.045
Multiply_44331                                                                                                0.028
Clamp_44333                                                                                                   0.000
Convert_44334                                                                                                 0.020
Convert_44335                                                                                                 0.021
__module.model.layers.6.self_attn/aten::unsqueeze/Unsqueeze_3/fc_input_0                                      0.021
__module.model.layers.6.self_attn/aten::unsqueeze/Unsqueeze_3                                                 0.005
Broadcast_36573                                                                                               0.049
Broadcast_36573_f32_bf16___module.model.layers.6.self_attn/aten::expand/Broadcast_1                           0.053
__module.model.layers.6.self_attn/aten::expand/Broadcast_1                                                    0.068
__module.model.layers.6.self_attn/aten::reshape/Reshape_1                                                     0.006
__module.model.layers.6.self_attn/aten::scaled_dot_product_attention/ScaledDotProductAttention                0.132
__module.model.layers.6.self_attn/aten::transpose/Transpose_3                                                 0.034
__module.model.layers.6.self_attn/aten::reshape/Reshape_2                                                     0.005
__module.model.layers.6.self_attn/aten::reshape/Reshape_2_0_0/nncf_smooth_quant                               0.046
Multiply_44340                                                                                                0.000
Clamp_44342                                                                                                   0.000
Convert_44343                                                                                                 0.057
Convert_44344                                                                                                 0.061
__module.model.layers.6.self_attn/aten::reshape/Reshape_2_0_0/nncf_smooth_quant/fc_output_0                   0.046
__module.model.layers.6.self_attn.o_proj/ov_ext::linear/MatMul                                                1.411
__module.model.layers.6/aten::add/Add                                                                         0.056
__module.model.layers.6.post_attention_layernorm/aten::mul/Multiply_1_0_0/nncf_smooth_quant                   0.048
Multiply_44349                                                                                                0.072
Clamp_44351                                                                                                   0.000
Convert_44352                                                                                                 0.059
Convert_44353                                                                                                 0.062
__module.model.layers.6.post_attention_layernorm/aten::mul/Multiply_1_0_0/nncf_smooth_quant/fc_output_0          0.045
__module.model.layers.6.mlp.gate_proj/ov_ext::linear/MatMul                                                   6.125
__module.model.layers.6.mlp.act_fn/aten::silu/Swish                                                           0.000
__module.model.layers.6.mlp.up_proj/ov_ext::linear/MatMul                                                     5.250
__module.model.layers.6.mlp/aten::mul/Multiply                                                                0.300
__module.model.layers.6.mlp/aten::mul/Multiply_0_0/nncf_smooth_quant                                          0.000
Multiply_44358                                                                                                0.000
Clamp_44360                                                                                                   0.000
Convert_44361                                                                                                 0.305
Convert_44362                                                                                                 0.265
__module.model.layers.6.mlp/aten::mul/Multiply_0_0/nncf_smooth_quant/fc_output_0                              0.315
__module.model.layers.6.mlp.down_proj/ov_ext::linear/MatMul                                                   7.959
__module.model.layers.6/aten::add/Add_1                                                                       0.057
__module.model.layers.7.input_layernorm/aten::mul/Multiply_1_0_0/nncf_smooth_quant                            0.053
Multiply_44367                                                                                                0.049
Clamp_44369                                                                                                   0.000
Convert_44370                                                                                                 0.057
Convert_44371                                                                                                 0.067
__module.model.layers.7.input_layernorm/aten::mul/Multiply_1_0_0/nncf_smooth_quant/fc_output_0                0.044
__module.model.layers.7.self_attn.q_proj/ov_ext::linear/MatMul                                                1.411
__module.model.layers.7.self_attn/aten::view/Reshape                                                          0.009
__module.model.layers.7.self_attn/aten::add/Add                                                               0.100
Multiply_44376                                                                                                0.117
Clamp_44378                                                                                                   0.000
Convert_44379                                                                                                 0.063
Convert_44380                                                                                                 0.064
__module.model.layers.7.self_attn/aten::add/Add/fc_output_0                                                   0.080
Multiply_31483                                                                                                0.000
Gather_49793                                                                                                  0.008
__module.model.layers.7.self_attn.k_proj/ov_ext::linear/MatMul                                                0.407
__module.model.layers.7.self_attn/aten::view/Reshape_1                                                        0.008
__module.model.layers.7.self_attn/aten::add/Add_1                                                             0.033
__module.model.layers.7.self_attn/aten::cat/Concat_2                                                          0.043
Multiply_44385                                                                                                0.022
Clamp_44387                                                                                                   0.000
Convert_44388                                                                                                 0.021
Convert_44389                                                                                                 0.023
__module.model.layers.7.self_attn/aten::unsqueeze/Unsqueeze_2/fc_input_0                                      0.022
__module.model.layers.7.self_attn/aten::unsqueeze/Unsqueeze_2                                                 0.005
Broadcast_36579                                                                                               0.047
Broadcast_36579_f32_bf16___module.model.layers.7.self_attn/aten::expand/Broadcast                             0.055
__module.model.layers.7.self_attn/aten::expand/Broadcast                                                      0.073
__module.model.layers.7.self_attn/aten::reshape/Reshape                                                       0.006
MatMul_31484                                                                                                  0.149
Add_31486                                                                                                     0.106
Softmax_31487                                                                                                 0.367
Gather_49796                                                                                                  0.007
__module.model.layers.7.self_attn.v_proj/ov_ext::linear/MatMul                                                0.372
__module.model.layers.7.self_attn/aten::view/Reshape_2                                                        0.007
__module.model.layers.7.self_attn/aten::transpose/Transpose_2                                                 0.022
__module.model.layers.7.self_attn/aten::cat/Concat_3                                                          0.042
Multiply_44394                                                                                                0.024
Clamp_44396                                                                                                   0.000
Convert_44397                                                                                                 0.020
Convert_44398                                                                                                 0.022
__module.model.layers.7.self_attn/aten::unsqueeze/Unsqueeze_3/fc_input_0                                      0.021
__module.model.layers.7.self_attn/aten::unsqueeze/Unsqueeze_3                                                 0.005
Broadcast_36585                                                                                               0.048
Broadcast_36585_f32_bf16___module.model.layers.7.self_attn/aten::expand/Broadcast_1                           0.054
__module.model.layers.7.self_attn/aten::expand/Broadcast_1                                                    0.072
__module.model.layers.7.self_attn/aten::reshape/Reshape_1                                                     0.006
__module.model.layers.7.self_attn/aten::scaled_dot_product_attention/ScaledDotProductAttention                0.139
__module.model.layers.7.self_attn/aten::transpose/Transpose_3                                                 0.036
__module.model.layers.7.self_attn/aten::reshape/Reshape_2                                                     0.005
__module.model.layers.7.self_attn/aten::reshape/Reshape_2_0_0/nncf_smooth_quant                               0.055
Multiply_44403                                                                                                0.000
Clamp_44405                                                                                                   0.000
Convert_44406                                                                                                 0.057
Convert_44407                                                                                                 0.066
__module.model.layers.7.self_attn/aten::reshape/Reshape_2_0_0/nncf_smooth_quant/fc_output_0                   0.045
__module.model.layers.7.self_attn.o_proj/ov_ext::linear/MatMul                                                1.313
__module.model.layers.7/aten::add/Add                                                                         0.055
__module.model.layers.7.post_attention_layernorm/aten::mul/Multiply_1_0_0/nncf_smooth_quant                   0.049
Multiply_44412                                                                                                0.068
Clamp_44414                                                                                                   0.000
Convert_44415                                                                                                 0.057
Convert_44416                                                                                                 0.063
__module.model.layers.7.post_attention_layernorm/aten::mul/Multiply_1_0_0/nncf_smooth_quant/fc_output_0          0.044
__module.model.layers.7.mlp.gate_proj/ov_ext::linear/MatMul                                                   5.443
__module.model.layers.7.mlp.act_fn/aten::silu/Swish                                                           0.000
__module.model.layers.7.mlp.up_proj/ov_ext::linear/MatMul                                                     5.201
__module.model.layers.7.mlp/aten::mul/Multiply                                                                0.281
__module.model.layers.7.mlp/aten::mul/Multiply_0_0/nncf_smooth_quant                                          0.000
Multiply_44421                                                                                                0.000
Clamp_44423                                                                                                   0.000
Convert_44424                                                                                                 0.218
Convert_44425                                                                                                 0.233
__module.model.layers.7.mlp/aten::mul/Multiply_0_0/nncf_smooth_quant/fc_output_0                              0.223
__module.model.layers.7.mlp.down_proj/ov_ext::linear/MatMul                                                   9.721
__module.model.layers.7/aten::add/Add_1                                                                       0.058
__module.model.layers.8.input_layernorm/aten::mul/Multiply_1_0_0/nncf_smooth_quant                            0.050
Multiply_44430                                                                                                0.048
Clamp_44432                                                                                                   0.000
Convert_44433                                                                                                 0.058
Convert_44434                                                                                                 0.065
__module.model.layers.8.input_layernorm/aten::mul/Multiply_1_0_0/nncf_smooth_quant/fc_output_0                0.045
__module.model.layers.8.self_attn.q_proj/ov_ext::linear/MatMul                                                1.396
__module.model.layers.8.self_attn/aten::view/Reshape                                                          0.010
__module.model.layers.8.self_attn/aten::add/Add                                                               0.105
Multiply_44439                                                                                                0.075
Clamp_44441                                                                                                   0.000
Convert_44442                                                                                                 0.060
Convert_44443                                                                                                 0.065
__module.model.layers.8.self_attn/aten::add/Add/fc_output_0                                                   0.067
Multiply_31518                                                                                                0.000
Gather_49799                                                                                                  0.006
__module.model.layers.8.self_attn.k_proj/ov_ext::linear/MatMul                                                0.389
__module.model.layers.8.self_attn/aten::view/Reshape_1                                                        0.008
__module.model.layers.8.self_attn/aten::add/Add_1                                                             0.030
__module.model.layers.8.self_attn/aten::cat/Concat_2                                                          0.044
Multiply_44448                                                                                                0.021
Clamp_44450                                                                                                   0.000
Convert_44451                                                                                                 0.022
Convert_44452                                                                                                 0.023
__module.model.layers.8.self_attn/aten::unsqueeze/Unsqueeze_2/fc_input_0                                      0.023
__module.model.layers.8.self_attn/aten::unsqueeze/Unsqueeze_2                                                 0.007
Broadcast_36591                                                                                               0.046
Broadcast_36591_f32_bf16___module.model.layers.8.self_attn/aten::expand/Broadcast                             0.055
__module.model.layers.8.self_attn/aten::expand/Broadcast                                                      0.071
__module.model.layers.8.self_attn/aten::reshape/Reshape                                                       0.006
MatMul_31519                                                                                                  0.143
Add_31521                                                                                                     0.108
Softmax_31522                                                                                                 0.360
Gather_49802                                                                                                  0.008
__module.model.layers.8.self_attn.v_proj/ov_ext::linear/MatMul                                                0.375
__module.model.layers.8.self_attn/aten::view/Reshape_2                                                        0.010
__module.model.layers.8.self_attn/aten::transpose/Transpose_2                                                 0.023
__module.model.layers.8.self_attn/aten::cat/Concat_3                                                          0.043
Multiply_44457                                                                                                0.025
Clamp_44459                                                                                                   0.000
Convert_44460                                                                                                 0.019
Convert_44461                                                                                                 0.021
__module.model.layers.8.self_attn/aten::unsqueeze/Unsqueeze_3/fc_input_0                                      0.020
__module.model.layers.8.self_attn/aten::unsqueeze/Unsqueeze_3                                                 0.005
Broadcast_36597                                                                                               0.050
Broadcast_36597_f32_bf16___module.model.layers.8.self_attn/aten::expand/Broadcast_1                           0.051
__module.model.layers.8.self_attn/aten::expand/Broadcast_1                                                    0.075
__module.model.layers.8.self_attn/aten::reshape/Reshape_1                                                     0.005
__module.model.layers.8.self_attn/aten::scaled_dot_product_attention/ScaledDotProductAttention                0.133
__module.model.layers.8.self_attn/aten::transpose/Transpose_3                                                 0.036
__module.model.layers.8.self_attn/aten::reshape/Reshape_2                                                     0.005
__module.model.layers.8.self_attn/aten::reshape/Reshape_2_0_0/nncf_smooth_quant                               0.049
Multiply_44466                                                                                                0.000
Clamp_44468                                                                                                   0.000
Convert_44469                                                                                                 0.058
Convert_44470                                                                                                 0.063
__module.model.layers.8.self_attn/aten::reshape/Reshape_2_0_0/nncf_smooth_quant/fc_output_0                   0.044
__module.model.layers.8.self_attn.o_proj/ov_ext::linear/MatMul                                                1.286
__module.model.layers.8/aten::add/Add                                                                         0.053
__module.model.layers.8.post_attention_layernorm/aten::mul/Multiply_1_0_0/nncf_smooth_quant                   0.047
Multiply_44475                                                                                                0.047
Clamp_44477                                                                                                   0.000
Convert_44478                                                                                                 0.056
Convert_44479                                                                                                 0.062
__module.model.layers.8.post_attention_layernorm/aten::mul/Multiply_1_0_0/nncf_smooth_quant/fc_output_0          0.045
__module.model.layers.8.mlp.gate_proj/ov_ext::linear/MatMul                                                   5.454
__module.model.layers.8.mlp.act_fn/aten::silu/Swish                                                           0.000
__module.model.layers.8.mlp.up_proj/ov_ext::linear/MatMul                                                     5.299
__module.model.layers.8.mlp/aten::mul/Multiply                                                                0.280
__module.model.layers.8.mlp/aten::mul/Multiply_0_0/nncf_smooth_quant                                          0.000
Multiply_44484                                                                                                0.000
Clamp_44486                                                                                                   0.000
Convert_44487                                                                                                 0.224
Convert_44488                                                                                                 0.240
__module.model.layers.8.mlp/aten::mul/Multiply_0_0/nncf_smooth_quant/fc_output_0                              0.210
__module.model.layers.8.mlp.down_proj/ov_ext::linear/MatMul                                                   8.008
__module.model.layers.8/aten::add/Add_1                                                                       0.057
__module.model.layers.9.input_layernorm/aten::mul/Multiply_1_0_0/nncf_smooth_quant                            0.052
Multiply_44493                                                                                                0.047
Clamp_44495                                                                                                   0.000
Convert_44496                                                                                                 0.058
Convert_44497                                                                                                 0.063
__module.model.layers.9.input_layernorm/aten::mul/Multiply_1_0_0/nncf_smooth_quant/fc_output_0                0.044
__module.model.layers.9.self_attn.q_proj/ov_ext::linear/MatMul                                                1.889
__module.model.layers.9.self_attn/aten::view/Reshape                                                          0.008
__module.model.layers.9.self_attn/aten::add/Add                                                               0.099
Multiply_44502                                                                                                0.076
Clamp_44504                                                                                                   0.000
Convert_44505                                                                                                 0.058
Convert_44506                                                                                                 0.063
__module.model.layers.9.self_attn/aten::add/Add/fc_output_0                                                   0.068
Multiply_31553                                                                                                0.000
Gather_49805                                                                                                  0.005
__module.model.layers.9.self_attn.k_proj/ov_ext::linear/MatMul                                                0.409
__module.model.layers.9.self_attn/aten::view/Reshape_1                                                        0.007
__module.model.layers.9.self_attn/aten::add/Add_1                                                             0.028
__module.model.layers.9.self_attn/aten::cat/Concat_2                                                          0.041
Multiply_44511                                                                                                0.022
Clamp_44513                                                                                                   0.000
Convert_44514                                                                                                 0.021
Convert_44515                                                                                                 0.022
__module.model.layers.9.self_attn/aten::unsqueeze/Unsqueeze_2/fc_input_0                                      0.022
__module.model.layers.9.self_attn/aten::unsqueeze/Unsqueeze_2                                                 0.004
Broadcast_36603                                                                                               0.047
Broadcast_36603_f32_bf16___module.model.layers.9.self_attn/aten::expand/Broadcast                             0.054
__module.model.layers.9.self_attn/aten::expand/Broadcast                                                      0.063
__module.model.layers.9.self_attn/aten::reshape/Reshape                                                       0.005
MatMul_31554                                                                                                  0.140
Add_31556                                                                                                     0.092
Softmax_31557                                                                                                 0.360
Gather_49808                                                                                                  0.007
__module.model.layers.9.self_attn.v_proj/ov_ext::linear/MatMul                                                0.372
__module.model.layers.9.self_attn/aten::view/Reshape_2                                                        0.008
__module.model.layers.9.self_attn/aten::transpose/Transpose_2                                                 0.023
__module.model.layers.9.self_attn/aten::cat/Concat_3                                                          0.016
Multiply_44520                                                                                                0.023
Clamp_44522                                                                                                   0.000
Convert_44523                                                                                                 0.025
Convert_44524                                                                                                 0.023
__module.model.layers.9.self_attn/aten::unsqueeze/Unsqueeze_3/fc_input_0                                      0.022
__module.model.layers.9.self_attn/aten::unsqueeze/Unsqueeze_3                                                 0.006
Broadcast_36609                                                                                               0.046
Broadcast_36609_f32_bf16___module.model.layers.9.self_attn/aten::expand/Broadcast_1                           0.053
__module.model.layers.9.self_attn/aten::expand/Broadcast_1                                                    0.069
__module.model.layers.9.self_attn/aten::reshape/Reshape_1                                                     0.006
__module.model.layers.9.self_attn/aten::scaled_dot_product_attention/ScaledDotProductAttention                0.136
__module.model.layers.9.self_attn/aten::transpose/Transpose_3                                                 0.035
__module.model.layers.9.self_attn/aten::reshape/Reshape_2                                                     0.005
__module.model.layers.9.self_attn/aten::reshape/Reshape_2_0_0/nncf_smooth_quant                               0.053
Multiply_44529                                                                                                0.000
Clamp_44531                                                                                                   0.000
Convert_44532                                                                                                 0.059
Convert_44533                                                                                                 0.062
__module.model.layers.9.self_attn/aten::reshape/Reshape_2_0_0/nncf_smooth_quant/fc_output_0                   0.044
__module.model.layers.9.self_attn.o_proj/ov_ext::linear/MatMul                                                1.307
__module.model.layers.9/aten::add/Add                                                                         0.057
__module.model.layers.9.post_attention_layernorm/aten::mul/Multiply_1_0_0/nncf_smooth_quant                   0.047
Multiply_44538                                                                                                0.066
Clamp_44540                                                                                                   0.000
Convert_44541                                                                                                 0.058
Convert_44542                                                                                                 0.064
__module.model.layers.9.post_attention_layernorm/aten::mul/Multiply_1_0_0/nncf_smooth_quant/fc_output_0          0.043
__module.model.layers.9.mlp.gate_proj/ov_ext::linear/MatMul                                                   5.447
__module.model.layers.9.mlp.act_fn/aten::silu/Swish                                                           0.000
__module.model.layers.9.mlp.up_proj/ov_ext::linear/MatMul                                                     5.179
__module.model.layers.9.mlp/aten::mul/Multiply                                                                0.287
__module.model.layers.9.mlp/aten::mul/Multiply_0_0/nncf_smooth_quant                                          0.000
Multiply_44547                                                                                                0.000
Clamp_44549                                                                                                   0.000
Convert_44550                                                                                                 0.217
Convert_44551                                                                                                 0.232
__module.model.layers.9.mlp/aten::mul/Multiply_0_0/nncf_smooth_quant/fc_output_0                              0.206
__module.model.layers.9.mlp.down_proj/ov_ext::linear/MatMul                                                   9.005
__module.model.layers.9/aten::add/Add_1                                                                       0.058
__module.model.layers.10.input_layernorm/aten::mul/Multiply_1_0_0/nncf_smooth_quant                           0.052
Multiply_44556                                                                                                0.055
Clamp_44558                                                                                                   0.000
Convert_44559                                                                                                 0.058
Convert_44560                                                                                                 0.066
__module.model.layers.10.input_layernorm/aten::mul/Multiply_1_0_0/nncf_smooth_quant/fc_output_0               0.044
__module.model.layers.10.self_attn.q_proj/ov_ext::linear/MatMul                                               1.391
__module.model.layers.10.self_attn/aten::view/Reshape                                                         0.008
__module.model.layers.10.self_attn/aten::add/Add                                                              0.096
Multiply_44565                                                                                                0.091
Clamp_44567                                                                                                   0.000
Convert_44568                                                                                                 0.061
Convert_44569                                                                                                 0.063
__module.model.layers.10.self_attn/aten::add/Add/fc_output_0                                                  0.069
Multiply_31588                                                                                                0.000
Gather_49811                                                                                                  0.005
__module.model.layers.10.self_attn.k_proj/ov_ext::linear/MatMul                                               0.410
__module.model.layers.10.self_attn/aten::view/Reshape_1                                                       0.007
__module.model.layers.10.self_attn/aten::add/Add_1                                                            0.032
__module.model.layers.10.self_attn/aten::cat/Concat_2                                                         0.045
Multiply_44574                                                                                                0.022
Clamp_44576                                                                                                   0.000
Convert_44577                                                                                                 0.021
Convert_44578                                                                                                 0.022
__module.model.layers.10.self_attn/aten::unsqueeze/Unsqueeze_2/fc_input_0                                     0.025
__module.model.layers.10.self_attn/aten::unsqueeze/Unsqueeze_2                                                0.005
Broadcast_36615                                                                                               0.049
Broadcast_36615_f32_bf16___module.model.layers.10.self_attn/aten::expand/Broadcast                            0.058
__module.model.layers.10.self_attn/aten::expand/Broadcast                                                     0.071
__module.model.layers.10.self_attn/aten::reshape/Reshape                                                      0.005
MatMul_31589                                                                                                  0.146
Add_31591                                                                                                     0.105
Softmax_31592                                                                                                 0.388
Gather_49814                                                                                                  0.007
__module.model.layers.10.self_attn.v_proj/ov_ext::linear/MatMul                                               0.383
__module.model.layers.10.self_attn/aten::view/Reshape_2                                                       0.007
__module.model.layers.10.self_attn/aten::transpose/Transpose_2                                                0.021
__module.model.layers.10.self_attn/aten::cat/Concat_3                                                         0.041
Multiply_44583                                                                                                0.024
Clamp_44585                                                                                                   0.000
Convert_44586                                                                                                 0.022
Convert_44587                                                                                                 0.022
__module.model.layers.10.self_attn/aten::unsqueeze/Unsqueeze_3/fc_input_0                                     0.025
__module.model.layers.10.self_attn/aten::unsqueeze/Unsqueeze_3                                                0.006
Broadcast_36621                                                                                               0.049
Broadcast_36621_f32_bf16___module.model.layers.10.self_attn/aten::expand/Broadcast_1                          0.053
__module.model.layers.10.self_attn/aten::expand/Broadcast_1                                                   0.075
__module.model.layers.10.self_attn/aten::reshape/Reshape_1                                                    0.005
__module.model.layers.10.self_attn/aten::scaled_dot_product_attention/ScaledDotProductAttention               0.137
__module.model.layers.10.self_attn/aten::transpose/Transpose_3                                                0.036
__module.model.layers.10.self_attn/aten::reshape/Reshape_2                                                    0.006
__module.model.layers.10.self_attn/aten::reshape/Reshape_2_0_0/nncf_smooth_quant                              0.051
Multiply_44592                                                                                                0.000
Clamp_44594                                                                                                   0.000
Convert_44595                                                                                                 0.058
Convert_44596                                                                                                 0.063
__module.model.layers.10.self_attn/aten::reshape/Reshape_2_0_0/nncf_smooth_quant/fc_output_0                  0.044
__module.model.layers.10.self_attn.o_proj/ov_ext::linear/MatMul                                               1.298
__module.model.layers.10/aten::add/Add                                                                        0.052
__module.model.layers.10.post_attention_layernorm/aten::mul/Multiply_1_0_0/nncf_smooth_quant                  0.047
Multiply_44601                                                                                                0.047
Clamp_44603                                                                                                   0.000
Convert_44604                                                                                                 0.060
Convert_44605                                                                                                 0.063
__module.model.layers.10.post_attention_layernorm/aten::mul/Multiply_1_0_0/nncf_smooth_quant/fc_output_0          0.045
__module.model.layers.10.mlp.gate_proj/ov_ext::linear/MatMul                                                  5.552
__module.model.layers.10.mlp.act_fn/aten::silu/Swish                                                          0.000
__module.model.layers.10.mlp.up_proj/ov_ext::linear/MatMul                                                    5.213
__module.model.layers.10.mlp/aten::mul/Multiply                                                               0.280
__module.model.layers.10.mlp/aten::mul/Multiply_0_0/nncf_smooth_quant                                         0.000
Multiply_44610                                                                                                0.000
Clamp_44612                                                                                                   0.000
Convert_44613                                                                                                 0.213
Convert_44614                                                                                                 0.232
__module.model.layers.10.mlp/aten::mul/Multiply_0_0/nncf_smooth_quant/fc_output_0                             0.226
__module.model.layers.10.mlp.down_proj/ov_ext::linear/MatMul                                                  8.031
__module.model.layers.10/aten::add/Add_1                                                                      0.060
__module.model.layers.11.input_layernorm/aten::mul/Multiply_1_0_0/nncf_smooth_quant                           0.053
Multiply_44619                                                                                                0.048
Clamp_44621                                                                                                   0.000
Convert_44622                                                                                                 0.057
Convert_44623                                                                                                 0.066
__module.model.layers.11.input_layernorm/aten::mul/Multiply_1_0_0/nncf_smooth_quant/fc_output_0               0.047
__module.model.layers.11.self_attn.q_proj/ov_ext::linear/MatMul                                               1.349
__module.model.layers.11.self_attn/aten::view/Reshape                                                         0.008
__module.model.layers.11.self_attn/aten::add/Add                                                              0.085
Multiply_44628                                                                                                0.073
Clamp_44630                                                                                                   0.000
Convert_44631                                                                                                 0.059
Convert_44632                                                                                                 0.064
__module.model.layers.11.self_attn/aten::add/Add/fc_output_0                                                  0.067
