
=== Per-layer Profiling Info ===
Layer Name                                                                                                Time (ms)
__module.model.layers.4.mlp/aten::mul/Multiply                                                                0.212
__module.model.layers.4.mlp.down_proj/ov_ext::linear/MatMul                                                   9.695
__module.model.layers.4/aten::add/Add_1                                                                       0.067
__module.model.layers.5.input_layernorm/aten::mul/Multiply_1                                                  0.052
__module.model.layers.5.self_attn.q_proj/ov_ext::linear/MatMul                                                1.801
__module.model.layers.5.self_attn/aten::view/Reshape                                                          0.008
__module.model.layers.5.self_attn/aten::add/Add                                                               0.091
__module.model.layers.5.self_attn.k_proj/ov_ext::linear/MatMul                                                0.428
__module.model.layers.5.self_attn/aten::view/Reshape_1                                                        0.008
__module.model.layers.5.self_attn/aten::add/Add_1                                                             0.029
__module.model.layers.5.self_attn.v_proj/ov_ext::linear/MatMul                                                0.451
__module.model.layers.5.self_attn/aten::view/Reshape_2                                                        0.007
__module.model.layers.5.self_attn/aten::transpose/Transpose_2                                                 0.018
__module.model.layers.5.self_attn/aten::scaled_dot_product_attention/ScaledDotProductAttention                0.955
__module.model.layers.5.self_attn/aten::transpose/Transpose_3                                                 0.058
__module.model.layers.5.self_attn/aten::reshape/Reshape_2                                                     0.005
__module.model.layers.5.self_attn.o_proj/ov_ext::linear/MatMul                                                1.835
__module.model.layers.5/aten::add/Add                                                                         0.053
__module.model.layers.5.post_attention_layernorm/aten::mul/Multiply_1                                         0.047
__module.model.layers.5.mlp.gate_proj/ov_ext::linear/MatMul                                                   6.589
__module.model.layers.5.mlp.act_fn/aten::silu/Swish                                                           0.000
__module.model.layers.5.mlp.up_proj/ov_ext::linear/MatMul                                                     5.965
__module.model.layers.5.mlp/aten::mul/Multiply                                                                0.217
__module.model.layers.5.mlp.down_proj/ov_ext::linear/MatMul                                                   9.768
__module.model.layers.5/aten::add/Add_1                                                                       0.062
__module.model.layers.6.input_layernorm/aten::mul/Multiply_1                                                  0.051
__module.model.layers.6.self_attn.q_proj/ov_ext::linear/MatMul                                                1.793
__module.model.layers.6.self_attn/aten::view/Reshape                                                          0.009
__module.model.layers.6.self_attn/aten::add/Add                                                               0.091
__module.model.layers.6.self_attn.k_proj/ov_ext::linear/MatMul                                                0.420
__module.model.layers.6.self_attn/aten::view/Reshape_1                                                        0.007
__module.model.layers.6.self_attn/aten::add/Add_1                                                             0.029
__module.model.layers.6.self_attn.v_proj/ov_ext::linear/MatMul                                                0.458
__module.model.layers.6.self_attn/aten::view/Reshape_2                                                        0.007
__module.model.layers.6.self_attn/aten::transpose/Transpose_2                                                 0.014
__module.model.layers.6.self_attn/aten::scaled_dot_product_attention/ScaledDotProductAttention                0.900
__module.model.layers.6.self_attn/aten::transpose/Transpose_3                                                 0.043
__module.model.layers.6.self_attn/aten::reshape/Reshape_2                                                     0.006
__module.model.layers.6.self_attn.o_proj/ov_ext::linear/MatMul                                                1.580
__module.model.layers.6/aten::add/Add                                                                         0.052
__module.model.layers.6.post_attention_layernorm/aten::mul/Multiply_1                                         0.049
__module.model.layers.6.mlp.gate_proj/ov_ext::linear/MatMul                                                   6.621
__module.model.layers.6.mlp.act_fn/aten::silu/Swish                                                           0.000
__module.model.layers.6.mlp.up_proj/ov_ext::linear/MatMul                                                     6.165
__module.model.layers.6.mlp/aten::mul/Multiply                                                                0.213
__module.model.layers.6.mlp.down_proj/ov_ext::linear/MatMul                                                   9.806
__module.model.layers.6/aten::add/Add_1                                                                       0.063
__module.model.layers.7.input_layernorm/aten::mul/Multiply_1                                                  0.054
__module.model.layers.7.self_attn.q_proj/ov_ext::linear/MatMul                                                1.844
__module.model.layers.7.self_attn/aten::view/Reshape                                                          0.010
__module.model.layers.7.self_attn/aten::add/Add                                                               0.085
__module.model.layers.7.self_attn.k_proj/ov_ext::linear/MatMul                                                0.437
__module.model.layers.7.self_attn/aten::view/Reshape_1                                                        0.007
__module.model.layers.7.self_attn/aten::add/Add_1                                                             0.029
__module.model.layers.7.self_attn.v_proj/ov_ext::linear/MatMul                                                0.451
__module.model.layers.7.self_attn/aten::view/Reshape_2                                                        0.007
__module.model.layers.7.self_attn/aten::transpose/Transpose_2                                                 0.015
__module.model.layers.7.self_attn/aten::scaled_dot_product_attention/ScaledDotProductAttention                0.920
__module.model.layers.7.self_attn/aten::transpose/Transpose_3                                                 0.044
__module.model.layers.7.self_attn/aten::reshape/Reshape_2                                                     0.005
__module.model.layers.7.self_attn.o_proj/ov_ext::linear/MatMul                                                1.586
__module.model.layers.7/aten::add/Add                                                                         0.052
__module.model.layers.7.post_attention_layernorm/aten::mul/Multiply_1                                         0.048
__module.model.layers.7.mlp.gate_proj/ov_ext::linear/MatMul                                                   6.704
__module.model.layers.7.mlp.act_fn/aten::silu/Swish                                                           0.000
__module.model.layers.7.mlp.up_proj/ov_ext::linear/MatMul                                                     5.960
__module.model.layers.7.mlp/aten::mul/Multiply                                                                0.214
__module.model.layers.7.mlp.down_proj/ov_ext::linear/MatMul                                                   9.842
__module.model.layers.7/aten::add/Add_1                                                                       0.062
__module.model.layers.8.input_layernorm/aten::mul/Multiply_1                                                  0.052
__module.model.layers.8.self_attn.q_proj/ov_ext::linear/MatMul                                                1.708
__module.model.layers.8.self_attn/aten::view/Reshape                                                          0.009
__module.model.layers.8.self_attn/aten::add/Add                                                               0.088
__module.model.layers.8.self_attn.k_proj/ov_ext::linear/MatMul                                                0.430
__module.model.layers.8.self_attn/aten::view/Reshape_1                                                        0.009
__module.model.layers.8.self_attn/aten::add/Add_1                                                             0.033
__module.model.layers.8.self_attn.v_proj/ov_ext::linear/MatMul                                                0.673
__module.model.layers.8.self_attn/aten::view/Reshape_2                                                        0.008
__module.model.layers.8.self_attn/aten::transpose/Transpose_2                                                 0.031
__module.model.layers.8.self_attn/aten::scaled_dot_product_attention/ScaledDotProductAttention                1.260
__module.model.layers.8.self_attn/aten::transpose/Transpose_3                                                 0.084
__module.model.layers.8.self_attn/aten::reshape/Reshape_2                                                     0.006
__module.model.layers.8.self_attn.o_proj/ov_ext::linear/MatMul                                                1.983
__module.model.layers.8/aten::add/Add                                                                         0.101
__module.model.layers.8.post_attention_layernorm/aten::mul/Multiply_1                                         0.052
__module.model.layers.8.mlp.gate_proj/ov_ext::linear/MatMul                                                   7.001
__module.model.layers.8.mlp.act_fn/aten::silu/Swish                                                           0.000
__module.model.layers.8.mlp.up_proj/ov_ext::linear/MatMul                                                     6.404
__module.model.layers.8.mlp/aten::mul/Multiply                                                                0.339
__module.model.layers.8.mlp.down_proj/ov_ext::linear/MatMul                                                   9.589
__module.model.layers.8/aten::add/Add_1                                                                       0.059
__module.model.layers.9.input_layernorm/aten::mul/Multiply_1                                                  0.055
__module.model.layers.9.self_attn.q_proj/ov_ext::linear/MatMul                                                1.748
__module.model.layers.9.self_attn/aten::view/Reshape                                                          0.008
__module.model.layers.9.self_attn/aten::add/Add                                                               0.093
__module.model.layers.9.self_attn.k_proj/ov_ext::linear/MatMul                                                0.430
__module.model.layers.9.self_attn/aten::view/Reshape_1                                                        0.009
__module.model.layers.9.self_attn/aten::add/Add_1                                                             0.029
__module.model.layers.9.self_attn.v_proj/ov_ext::linear/MatMul                                                0.462
__module.model.layers.9.self_attn/aten::view/Reshape_2                                                        0.007
__module.model.layers.9.self_attn/aten::transpose/Transpose_2                                                 0.017
__module.model.layers.9.self_attn/aten::scaled_dot_product_attention/ScaledDotProductAttention                0.883
__module.model.layers.9.self_attn/aten::transpose/Transpose_3                                                 0.045
__module.model.layers.9.self_attn/aten::reshape/Reshape_2                                                     0.006
__module.model.layers.9.self_attn.o_proj/ov_ext::linear/MatMul                                                1.689
__module.model.layers.9/aten::add/Add                                                                         0.053
__module.model.layers.9.post_attention_layernorm/aten::mul/Multiply_1                                         0.050
__module.model.layers.9.mlp.gate_proj/ov_ext::linear/MatMul                                                   6.447
__module.model.layers.9.mlp.act_fn/aten::silu/Swish                                                           0.000
__module.model.layers.9.mlp.up_proj/ov_ext::linear/MatMul                                                     6.415
__module.model.layers.9.mlp/aten::mul/Multiply                                                                0.345
__module.model.layers.9.mlp.down_proj/ov_ext::linear/MatMul                                                   9.793
__module.model.layers.9/aten::add/Add_1                                                                       0.064
__module.model.layers.10.input_layernorm/aten::mul/Multiply_1                                                 0.052
__module.model.layers.10.self_attn.q_proj/ov_ext::linear/MatMul                                               1.813
__module.model.layers.10.self_attn/aten::view/Reshape                                                         0.008
__module.model.layers.10.self_attn/aten::add/Add                                                              0.089
__module.model.layers.10.self_attn.k_proj/ov_ext::linear/MatMul                                               0.450
__module.model.layers.10.self_attn/aten::view/Reshape_1                                                       0.007
__module.model.layers.10.self_attn/aten::add/Add_1                                                            0.028
__module.model.layers.10.self_attn.v_proj/ov_ext::linear/MatMul                                               0.465
__module.model.layers.10.self_attn/aten::view/Reshape_2                                                       0.007
__module.model.layers.10.self_attn/aten::transpose/Transpose_2                                                0.015
__module.model.layers.10.self_attn/aten::scaled_dot_product_attention/ScaledDotProductAttention               0.932
__module.model.layers.10.self_attn/aten::transpose/Transpose_3                                                0.043
__module.model.layers.10.self_attn/aten::reshape/Reshape_2                                                    0.006
__module.model.layers.10.self_attn.o_proj/ov_ext::linear/MatMul                                               1.666
__module.model.layers.10/aten::add/Add                                                                        0.062
__module.model.layers.10.post_attention_layernorm/aten::mul/Multiply_1                                        0.051
__module.model.layers.10.mlp.gate_proj/ov_ext::linear/MatMul                                                  6.504
__module.model.layers.10.mlp.act_fn/aten::silu/Swish                                                          0.000
__module.model.layers.10.mlp.up_proj/ov_ext::linear/MatMul                                                    6.039
__module.model.layers.10.mlp/aten::mul/Multiply                                                               0.213
__module.model.layers.10.mlp.down_proj/ov_ext::linear/MatMul                                                  9.712
__module.model.layers.10/aten::add/Add_1                                                                      0.061
__module.model.layers.11.input_layernorm/aten::mul/Multiply_1                                                 0.052
__module.model.layers.11.self_attn.q_proj/ov_ext::linear/MatMul                                               1.697
__module.model.layers.11.self_attn/aten::view/Reshape                                                         0.008
__module.model.layers.11.self_attn/aten::add/Add                                                              0.086
__module.model.layers.11.self_attn.k_proj/ov_ext::linear/MatMul                                               0.433
__module.model.layers.11.self_attn/aten::view/Reshape_1                                                       0.008
__module.model.layers.11.self_attn/aten::add/Add_1                                                            0.029
__module.model.layers.11.self_attn.v_proj/ov_ext::linear/MatMul                                               0.453
__module.model.layers.11.self_attn/aten::view/Reshape_2                                                       0.007
__module.model.layers.11.self_attn/aten::transpose/Transpose_2                                                0.017
__module.model.layers.11.self_attn/aten::scaled_dot_product_attention/ScaledDotProductAttention               0.945
__module.model.layers.11.self_attn/aten::transpose/Transpose_3                                                0.043
__module.model.layers.11.self_attn/aten::reshape/Reshape_2                                                    0.005
__module.model.layers.11.self_attn.o_proj/ov_ext::linear/MatMul                                               1.647
__module.model.layers.11/aten::add/Add                                                                        0.050
__module.model.layers.11.post_attention_layernorm/aten::mul/Multiply_1                                        0.049
__module.model.layers.11.mlp.gate_proj/ov_ext::linear/MatMul                                                  6.477
__module.model.layers.11.mlp.act_fn/aten::silu/Swish                                                          0.000
__module.model.layers.11.mlp.up_proj/ov_ext::linear/MatMul                                                    6.773
__module.model.layers.11.mlp/aten::mul/Multiply                                                               0.218
__module.model.layers.11.mlp.down_proj/ov_ext::linear/MatMul                                                  9.832
__module.model.layers.11/aten::add/Add_1                                                                      0.062
__module.model.layers.12.input_layernorm/aten::mul/Multiply_1                                                 0.052
__module.model.layers.12.self_attn.q_proj/ov_ext::linear/MatMul                                               1.914
__module.model.layers.12.self_attn/aten::view/Reshape                                                         0.009
__module.model.layers.12.self_attn/aten::add/Add                                                              0.089
__module.model.layers.12.self_attn.k_proj/ov_ext::linear/MatMul                                               0.416
__module.model.layers.12.self_attn/aten::view/Reshape_1                                                       0.007
__module.model.layers.12.self_attn/aten::add/Add_1                                                            0.030
__module.model.layers.12.self_attn.v_proj/ov_ext::linear/MatMul                                               0.440
__module.model.layers.12.self_attn/aten::view/Reshape_2                                                       0.007
__module.model.layers.12.self_attn/aten::transpose/Transpose_2                                                0.016
__module.model.layers.12.self_attn/aten::scaled_dot_product_attention/ScaledDotProductAttention               0.889
__module.model.layers.12.self_attn/aten::transpose/Transpose_3                                                0.045
__module.model.layers.12.self_attn/aten::reshape/Reshape_2                                                    0.005
__module.model.layers.12.self_attn.o_proj/ov_ext::linear/MatMul                                               1.817
__module.model.layers.12/aten::add/Add                                                                        0.050
__module.model.layers.12.post_attention_layernorm/aten::mul/Multiply_1                                        0.047
__module.model.layers.12.mlp.gate_proj/ov_ext::linear/MatMul                                                  6.633
__module.model.layers.12.mlp.act_fn/aten::silu/Swish                                                          0.000
__module.model.layers.12.mlp.up_proj/ov_ext::linear/MatMul                                                    6.035
__module.model.layers.12.mlp/aten::mul/Multiply                                                               0.217
__module.model.layers.12.mlp.down_proj/ov_ext::linear/MatMul                                                  9.582
__module.model.layers.12/aten::add/Add_1                                                                      0.058
__module.model.layers.13.input_layernorm/aten::mul/Multiply_1                                                 0.053
__module.model.layers.13.self_attn.q_proj/ov_ext::linear/MatMul                                               1.954
__module.model.layers.13.self_attn/aten::view/Reshape                                                         0.009
__module.model.layers.13.self_attn/aten::add/Add                                                              0.087
__module.model.layers.13.self_attn.k_proj/ov_ext::linear/MatMul                                               0.417
__module.model.layers.13.self_attn/aten::view/Reshape_1                                                       0.007
__module.model.layers.13.self_attn/aten::add/Add_1                                                            0.029
__module.model.layers.13.self_attn.v_proj/ov_ext::linear/MatMul                                               0.446
__module.model.layers.13.self_attn/aten::view/Reshape_2                                                       0.008
__module.model.layers.13.self_attn/aten::transpose/Transpose_2                                                0.016
__module.model.layers.13.self_attn/aten::scaled_dot_product_attention/ScaledDotProductAttention               0.951
__module.model.layers.13.self_attn/aten::transpose/Transpose_3                                                0.047
__module.model.layers.13.self_attn/aten::reshape/Reshape_2                                                    0.007
__module.model.layers.13.self_attn.o_proj/ov_ext::linear/MatMul                                               1.625
__module.model.layers.13/aten::add/Add                                                                        0.050
__module.model.layers.13.post_attention_layernorm/aten::mul/Multiply_1                                        0.049
__module.model.layers.13.mlp.gate_proj/ov_ext::linear/MatMul                                                  6.454
__module.model.layers.13.mlp.act_fn/aten::silu/Swish                                                          0.000
__module.model.layers.13.mlp.up_proj/ov_ext::linear/MatMul                                                    6.179
__module.model.layers.13.mlp/aten::mul/Multiply                                                               0.213
__module.model.layers.13.mlp.down_proj/ov_ext::linear/MatMul                                                  9.691
__module.model.layers.13/aten::add/Add_1                                                                      0.063
__module.model.layers.14.input_layernorm/aten::mul/Multiply_1                                                 0.054
__module.model.layers.14.self_attn.q_proj/ov_ext::linear/MatMul                                               1.887
__module.model.layers.14.self_attn/aten::view/Reshape                                                         0.009
__module.model.layers.14.self_attn/aten::add/Add                                                              0.085
__module.model.layers.14.self_attn.k_proj/ov_ext::linear/MatMul                                               0.426
__module.model.layers.14.self_attn/aten::view/Reshape_1                                                       0.007
__module.model.layers.14.self_attn/aten::add/Add_1                                                            0.028
__module.model.layers.14.self_attn.v_proj/ov_ext::linear/MatMul                                               0.451
__module.model.layers.14.self_attn/aten::view/Reshape_2                                                       0.007
__module.model.layers.14.self_attn/aten::transpose/Transpose_2                                                0.015
__module.model.layers.14.self_attn/aten::scaled_dot_product_attention/ScaledDotProductAttention               0.936
__module.model.layers.14.self_attn/aten::transpose/Transpose_3                                                0.042
__module.model.layers.14.self_attn/aten::reshape/Reshape_2                                                    0.005
__module.model.layers.14.self_attn.o_proj/ov_ext::linear/MatMul                                               1.644
__module.model.layers.14/aten::add/Add                                                                        0.054
__module.model.layers.14.post_attention_layernorm/aten::mul/Multiply_1                                        0.048
__module.model.layers.14.mlp.gate_proj/ov_ext::linear/MatMul                                                  6.531
__module.model.layers.14.mlp.act_fn/aten::silu/Swish                                                          0.000
__module.model.layers.14.mlp.up_proj/ov_ext::linear/MatMul                                                    6.232
